,label,年齢,性別,学歴,出身校ランキング,IT経験総年数,日本語会話,日本語読み,日本語書き,英語会話,英語読み,英語書き,論理的思考力,分析力,コミュニケーション力,リーダーシップ,カスタマーサービス能力,英語力,資料作成能力,自己主張,責任感,顧客中心主義,情緒的安定性,外向性,イメージ_マネジメント,行動力,包容力,楽観的,チームワーク,決断力,先見的,仕事への意欲
0,1,0.2916666666666667,1.0,0.5,0.75,0.025,-1.6378044552010458,-1.6378044552010458,-1.6378044552010458,-0.7861461384965018,-0.7861461384965018,-0.7861461384965018,0.9171704949125858,0.9171704949125858,0.06551217820804198,0.06551217820804198,-0.7861461384965018,-2.4894627719055897,0.9171704949125858,0.9171704949125858,0.9171704949125858,0.9171704949125858,0.06551217820804198,0.9171704949125858,0.06551217820804198,0.06551217820804198,0.9171704949125858,0.9171704949125858,0.06551217820804198,0.9171704949125858,0.06551217820804198,0.9171704949125858
1,1,0.3333333333333333,-1.0,1.0,0.0,0.0,-1.7009666179722962,-1.7009666179722962,-1.7009666179722962,-1.7009666179722962,-1.7009666179722962,-1.7009666179722962,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,-0.6223048602337671,0.45635689750476216,0.45635689750476216,0.45635689750476216,1.5350186552432914,1.5350186552432914,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216,0.45635689750476216
2,1,0.25,-1.0,0.5,0.75,0.0,-1.187331502808283,-1.187331502808283,-1.187331502808283,-0.2793721183078311,-1.187331502808283,-1.187331502808283,-1.187331502808283,-0.2793721183078311,-0.2793721183078311,-1.187331502808283,-0.2793721183078311,-0.2793721183078311,-0.2793721183078311,-0.2793721183078311,1.5365466506930723,1.5365466506930723,1.5365466506930723,-0.2793721183078311,-0.2793721183078311,0.6285872661926206,1.5365466506930723,0.6285872661926206,1.5365466506930723,0.6285872661926206,-0.2793721183078311,1.5365466506930723
3,1,1.0,1.0,0.5,0.5,0.275,-1.2913897923214732,-1.2913897923214732,-1.2913897923214732,-1.2913897923214732,-2.3088484165747554,-2.3088484165747554,0.7435274561850908,0.7435274561850908,-0.27393116806819123,-0.27393116806819123,-0.27393116806819123,0.7435274561850908,0.7435274561850908,-0.27393116806819123,0.7435274561850908,0.7435274561850908,0.7435274561850908,0.7435274561850908,-0.27393116806819123,0.7435274561850908,0.7435274561850908,0.7435274561850908,0.7435274561850908,0.7435274561850908,0.7435274561850908,0.7435274561850908
4,1,0.7083333333333334,-1.0,0.5,0.0,0.15,-1.7948953965443455,-1.7948953965443455,-1.7948953965443455,0.07179581586177398,-0.8615497903412858,0.07179581586177398,1.0051414220648336,1.0051414220648336,1.9384870282678934,0.07179581586177398,0.07179581586177398,-1.7948953965443455,0.07179581586177398,-0.8615497903412858,1.9384870282678934,1.0051414220648336,0.07179581586177398,0.07179581586177398,0.07179581586177398,0.07179581586177398,0.07179581586177398,0.07179581586177398,1.0051414220648336,0.07179581586177398,0.07179581586177398,0.07179581586177398
5,1,0.6666666666666666,1.0,0.5,0.75,0.25,-1.8304637689836294,-1.8304637689836294,-1.8304637689836294,-1.0099110449564852,-1.0099110449564852,-1.0099110449564852,1.4517471271249474,1.4517471271249474,0.6311944030978032,0.6311944030978032,0.6311944030978032,-0.18935832092934102,0.6311944030978032,0.6311944030978032,1.4517471271249474,0.6311944030978032,-0.18935832092934102,-1.0099110449564852,-0.18935832092934102,-0.18935832092934102,-0.18935832092934102,-0.18935832092934102,0.6311944030978032,0.6311944030978032,-0.18935832092934102,1.4517471271249474
6,1,0.4166666666666667,1.0,0.0,1.0,0.0075,-2.214317693325664,-2.214317693325664,-2.214317693325664,-1.5206760062597935,-1.5206760062597935,-0.8270343191939228,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,-0.1333926321280522,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184,0.5602490549378184
7,1,0.5,-1.0,0.5,0.75,0.2,-1.6996731711975948,-1.6996731711975948,-1.6996731711975948,-1.6996731711975948,-1.6996731711975948,-1.6996731711975948,0.8498365855987974,0.8498365855987974,0.8498365855987974,0.0,0.0,0.0,0.0,0.0,0.8498365855987974,0.8498365855987974,0.8498365855987974,0.0,0.8498365855987974,0.8498365855987974,0.8498365855987974,0.8498365855987974,0.8498365855987974,0.0,0.0,0.8498365855987974
8,1,0.5013380190299978,-0.004940377956914564,0.49413330117616394,0.3683613671203961,0.0881561439474027,-1.720310022501586,-1.7146233510332476,-1.7178934995069555,-0.34215225631330687,-0.8202700476971858,-0.34011041466676317,0.9798609526510353,0.9782312660566304,1.021692641257427,0.06748643679069417,-0.3785525105577847,-2.2158941701357784,0.49855353755934106,0.021522386348384825,1.456700984510256,0.9814586954606594,0.04979482260741268,0.5122600470471478,0.06569395673150251,0.050443697350751895,0.49263070699965694,0.4915564530218457,0.530841090195441,0.4987348044075639,0.0629450983284273,0.4893986950884337
9,1,0.5455536032600287,1.044188331798221,0.22954243898230503,0.8915706244243329,0.13171225483536222,-2.043165098985688,-2.035629777303618,-2.0399630012000074,-1.291460062562894,-1.2829491134675346,-0.9243377365368632,1.0330588481233411,1.0308993752580329,0.6012042666039905,0.6209152630480511,0.6157399161578047,-0.1585586347890873,0.6062516442477768,0.6162024836728699,1.0228547593584516,0.6040843615519496,0.16638074354859325,-0.23776933138389916,0.18744844382957943,0.16724055758034356,0.1673117605390853,0.16588828296769403,0.5928419048476612,0.606491838185348,0.18380597345988098,1.0252123332491343
10,1,0.3920471783907977,-0.007057686883173306,0.4916189968262317,0.7610276357549582,0.11480477587278629,-1.6717919088523354,-1.6636680877639436,-1.6683397311463324,-1.2698954341108537,-1.2607197903015612,-1.2669785157835505,0.9059776159482893,0.9036494908936227,0.4560343130988126,0.029124634428969436,-0.4255756677819619,-1.3009509499548921,0.46243657199555765,0.4731645598080921,0.8949766003322898,0.9082601069982679,0.4520109650698035,0.4820173111758044,0.47472402697316474,0.4529379295257269,0.902135460407385,0.900600810978836,0.4470188611179798,0.462695524785853,0.02263700429687962,0.8975182978600996
11,1,0.4579272731940214,-0.00779635467479058,0.22563639164127944,0.8947345227705636,0.10576730677210207,-1.9777850383604136,-1.9688109663212232,-1.973971550706183,-1.6621755285183382,-1.6520395484598653,-1.2911769558741286,0.7190861566844435,0.7165143666696835,0.7181775330996992,0.2910594330833826,0.2848959356534873,-0.057620962553997915,0.2735960284643059,0.28544682311102776,0.7069337587465685,0.7216075365731,0.7137330956043124,0.29522611633455903,0.7388233396573979,0.714757077510698,0.714841875546948,0.7131466074733589,0.7082185107798378,0.2738820836309049,0.2838927981297661,0.7097414740406671
12,1,0.4690448408947378,0.5439805492259224,0.3414869824349095,0.8444316020003042,0.12670970884746366,-1.8734347767822017,-1.855403868031516,-1.865772631034428,-1.3153319086962179,-1.2949664680428594,-1.114761169909158,1.0019384769349644,0.9967711782015071,0.5312917613385892,0.33975703269826923,0.08816128649190134,-0.7632164231942721,0.543881072298542,0.5676919572529976,0.9775216038183967,0.7773953095901311,0.29275271597125735,0.1281223728178835,0.3431646024680409,0.29481012360468833,0.53419240934283,0.5307862383416003,0.5112818681806928,0.5444558208167267,0.09574848655622345,0.9831629289654104
13,1,0.3258598685449574,-0.00732094509881725,0.22712204656619608,0.8935311422813812,-2.9437907264405743e-05,-1.7058120385858668,-1.6973851914948568,-1.7022310914745313,-0.9085620248110061,-1.3787814064166815,-1.0187750578374801,-0.3581459617832049,0.11917635732813603,0.12073810645734276,-0.33695611824041233,0.1369935101848258,-0.2057858359111323,0.12638265375198282,0.1375108053824547,1.0696545307136083,1.083433524402497,1.0760392545903787,0.14669377252300891,0.14012496385859013,0.5972635103005306,1.0770804228575117,0.5957512442199772,1.0708609405671223,0.6063885510926851,0.1360515424262946,1.072291035898226
14,1,0.5679648009879853,-0.007236150273745973,0.22738703039454383,0.49728644364734526,0.07922034976779349,-2.026572360028168,-2.0182431168688004,-2.0230328892262155,-0.723032389021331,-1.206468617070223,-0.3537710988405776,0.8000842561758326,0.79769726125377,1.292084812152137,0.3281847776942691,0.32246415626605435,-1.006049781909789,0.3119762000466312,-0.16986843083027672,1.2816489553630115,0.8024244631741768,0.30227194674655095,0.33205206534424037,0.325559339886854,0.3032223507829606,0.3033010556852925,0.30172760051983666,0.789997501254091,0.31224170081698277,0.3215330988463154,0.298567141786374
15,1,0.5027402579506431,-0.539195990418113,0.4879850228317955,0.5598083978738648,0.14836506826833595,-1.7156368829765625,-1.7039906011566124,-1.7106878529549499,-1.0366946245988022,-1.2799003537954088,-1.0325129405715538,0.9405670723550992,0.9372294803274414,0.9618247486448357,0.029939510705532982,-0.21198233127150604,-1.159767231773918,0.2411990670899191,0.0002187728883176407,1.1811559548417896,0.9438392436314398,0.44333708995925825,0.26926994706805557,0.47589845696160477,0.4446659829978049,0.6786990710259129,0.6764990029119995,0.6925403274287507,0.24157030091462153,0.020638866582549438,0.6720799227643832
16,1,0.37179450778180023,-0.5298435073367155,0.4902977230755677,0.5596485460185373,0.04293872080059655,-1.4469243695503697,-1.4375198197309857,-1.4429279524865,-0.2917426992276218,-1.0075504574907055,-0.7620239750540401,-0.1287182062640832,0.3422446866986036,0.36611046943254455,-0.5884908360104806,-0.35194100791951816,-1.2923118059897416,0.09751517226251159,-0.1428374640509829,1.5322925070963662,1.2948982698059532,0.8032251302738781,0.12018283506765726,-0.1177971689488117,0.3306401823062298,1.0350361639817043,0.5596015261746663,1.0502179184247062,0.5714729985471957,-0.12234319836902484,1.0296911010208534
